,sentence,polarity
6367,This is our new burger/fry/chili place.,2
6368,Maine Lobster Pot Pie: Mr.,2
6369,Now the food.,2
6370,I've been to Serendipity 3 in NYC and this for me was a disappointment.,2
6371,It is not fine dining in any respect.,2
6372,So good I am going to have to review this place twice - once hereas a tribute to the place and once as a tribute to an event held here last night.,1
6373,"The chips and salsa were really good, the salsa was very fresh.",1
6374,This place is great!!!!!!!!!!!!!!,1
6375,Mediocre food.,0
6376,I noticed a display case filled with dessert-type items.,2
6377,"I've eaten falafel in every city, but this was the show-stopper.",2
6378,"The Woked Asparagus had the same flavor as the mushrooms, both of which tasted suspiciously similar to the Chicken with Asparagus.",2
6379,So the rest of the food must be the talk of the joint.,2
6380,"To our favorite Chicago Steak house restaurant readers, your eyeballs will pop out of your heads with dismay.",2
6381,I've heard way good stuff about this place for a while and finally had the pleasure of sitting down and having some lunch there.,2
6382,$8.99 itself is a very good price for this buffet.,2
6383,I will be returning!,2
6384,Once you get inside you'll be impressed with the place.,1
6385,The spare ribs and the crab legs and the short ribs were empty when we came in and remained empty until we were almost ready to leave.,2
6386,I'm super pissd.,0
6387,I will be filing a report first thing Tuesday morning since it is a holiday tomorrow.,2
6388,When I asked if they served them with chocolate I was expecting the way they serve them in Spain.,2
6389,And service was super friendly.,1
6390,it was sunday from 4 to 5pm and the place wasn't packed at all so the fact that nobody came by for a while at first annoyed me.,2
6391,"We basically waited there so long, we could've nearly finished our meal there.",2
6392,"I said no, will just eat it.",2
6393,"The service was ok, the food, some good, some not so great.",2
6394,I like breakfast but not here.,2
6395,I think she had too many tables.,2
6396,I really really want to come back (to spy on the hot waiter) and try their brunch because that seems to be where the real magic happens!,2
6397,He loved the flavor that the white raisins brought to the dish.,2
6398,"When I hand out a 5 star review, it pretty much needs to be at the top of my list in that dining category.",2
6399,"Also, the turkey was so shredded, it was unrecognizable as such.",2
6400,My advise- miss the driveway and swing into Jack in the Box.,2
6401,I even had a manager come to the table to suggest some food items and a very good whiskey (Yamazaki.),2
6402,Why are these sad little vegetables so overcooked?,0
6403,The shrimp wonton soup.,2
6404,"The staff was friendly, and that's about all I really have to say in a positive fashion.",2
6405,came here for post nye snack.,2
6406,We arrived right at 5PM and got seated at a booth by the bar.,2
6407,Spent a good 10 minute walking us through the choices.,2
6408,This place is also good choice for hangover too :) I did gained 5lb after i left this place,2
6409,Can't wait to go back!,2
6410,This place was such a nice surprise!,1
6411,"I just saw someone else review about 50 chicken nuggets for 9.99, I would've gotten that and split it with a bunch of drunk people if I knew.",2
6412,They were golden-crispy and delicious.,1
6413,It gets better.,2
6414,The biscuit was flaky and huge.,2
6415,"My advice would be to sell the expensive string wrapping machine, and spend a little money on some plain old take out lids.",2
6416,"Next time we're in downtown Vegas, we will be going to the Triple George Grill.",2
6417,It was pretty much that.,2
6418,I brought my daughter to the family restroom and there was no soap on the soap dispenser.,2
6419,I told the server of the problem with my filet and sent it back.,2
6420,Not the best slaw I've had but nothing to scoff at.,2
6421,The waitress seemed confused when we asked her for water for everyone.,2
6422,"I had high hopes for this place since the burgers are cooked over a charcoal grill, but unfortunately the taste fell flat, way flat.",0
6423,"The mocha that my friend ordered was stone-cold, so cold in fact, that it made him a wee bit grumpy.",2
6424,Time will tell.,2
6425,"Don't get me wrong, the people are awesome but everything is a bit slow and attention is not always paid.",2
6426,I could eat their bruschetta all day it is devine.,1
6427,Not a single employee came out to see if we were OK or even needed a water refill once they finally served us our food.,0
6428,"which pretty much means, I probably won't have theirs again.",2
6429,"At the suggestion of another reviewer, I chose the brisket sandwich and it was just about the most tender and fat free brisket I have ever had.",2
6430,"Another good alternative might be Circo's big brother, Le Cirque.",2
6431,"I'll disclaim, I'm not a huge fan to begin with of the ""mixed meats"" like Hot Dogs, Sausages, Bologna, Spam, etc.",2
6432,Is this the best sushi I ever ate?,2
6433,"Lastly, the mozzarella sticks, they were the best thing we ordered.",1
6434,Two very big thumbs for for double up!,2
6435,"It's like all the servers there not only are new to serving, but completely new to writing things down and remembering them later.",2
6436,"The ambience was rustic, but the place was bustling -- but I went on Black Friday.",2
6437,"The first time I ever came here I had an amazing experience, I still tell people how awesome the duck was.",1
6438,I'll let you know how it goes....,2
6439,Last weekend my friend and I had an intense craving for Greek that neither Pita Jungle nor other places could handle.,2
6440,Redemption!!,2
6441,You have to go up to the counter to order food.,2
6442,"This is the ultimate heavy hangover food and, although they could've dialed down the spice in the sauce, was tasty.",2
6443,It helped the time pass.,2
6444,If I was in the area I would go back.,2
6445,"Pub Crawl, stop 2: I have been to The Library a couple of times and like it.",2
6446,"For breakfast, we always get pancakes, the wrangler and a muffin, and share between two adults and a toddler.",2
6447,i ordered the plantain spring rolls and the main dish escapes me.,2
6448,"There wasn't much eggplant left, and what eggplant was left didn't taste much like eggplant.",2
6449,The server was very negligent of our needs and made us feel very unwelcome... I would not suggest this place!,0
6450,The service was terrible though.,0
6451,"Go to the register, pay, and take your dinner ticket to be seated.",2
6452,Our reservation was for 15 and 14 of us were there within a few minutes of each other.,2
6453,good sub shop.,2
6454,I've never been a fan of buffets and still haven't been very impressed with any of the buffets in Las Vegas.,2
6455,*clean * friendly *cheap chinese place.,2
6456,"My favorite breakfast place, Ollies Omelette House.",2
6457,"This place is overpriced, not consistent with their boba, and it really is OVERPRICED!",0
6458,I've eaten at Bunky's for years.,2
6459,"Some very good, room-temp Swiss took the flavor to a higher level, but all in all... it's a SANDWICH.",2
6460,If you check in on Yelp you get a free dessert.,2
6461,"Dry and salt lamb meatballs, too much dressing, too soon poured over the greens so they were weak.",2
6462,It was packed!!,0
6463,I just had them toss it out.,2
6464,We started off the night with a country pate that was made on-premise with seasonal ingredients.,2
6465,"I ended up eating the grilled cheese, mac & cheese (YUMMY), fried chicken, and wings!",2
6466,But hey Ezekiel's I will be back again and again and again.,2
6467,Either keep up the quality or don't serve dim sum after a certain time.,2
6468,"There was hardly any spinach that I had paid extra for due to the confusing menu, and I couldn't even taste the Dorito topping.",2
6469,Everything we have tried thus far has been awesome.,2
6470,"For serious, though, this place is cool.",2
6471,I had the seafood one tonight and it was very tasty and extremely filling.,2
6472,Once we arrived there was a mob scene of about 30 people waiting outside and the wait was an hour.,2
6473,I've dined here three times so I know the drill.,2
6474,I love this place.,1
6475,"A bit intimidating place, but we wanted to try it because it was in the food channel.",2
6476,I can say that the desserts were yummy.,1
6477,The food was terrible.,0
6478,All my servers have been sweethearts too.,2
6479,The seasonal fruit was fresh white peach puree.,1
6480,There was a large open container of ketchup sitting on the drink station.,2
6481,You know you messed up my order then offer me to pay again for what I originally ordered.,2
6482,That rice was gone in an instant and we had to order another rice bowl.,2
6483,That's way too much personal info.,2
6484,That alone is a wonderful welcome.,2
6485,"We stayed away from Coco's for a couple of years, due to HORRIBLE service at the 7th St and McDowell, and bad service @ the Priest & Elliot one.",2
6486,Awhile back Red Rock had a web site that gave me 50% my meals at various points.,2
6487,I've always wondered what a breakfast pizza would be like and I finally found out at my visit to Scramble.,2
6488,I had the opportunity to try SOL at Monday's yelp party.,2
6489,Just an okay taco.,2
6490,I am so jealous that I don't have a Ichiza in Texas to satisfy my craving for an awesome dessert.,2
6491,It kept getting worse and worse so now I'm officially done.,0
6492,This place should honestly be blown up.,0
6493,Saw the good reviews and thought I'd check it out for taco Tuesday.,2
6494,My only criticism is the bar.,2
6495,Soo soo good!,2
6496,"Definitely not worth $43.95....There was not a huge variety, pizza?,Italian, Asian, French I think....salad/fruits, sushi.",2
6497,But I definitely would not eat here again.,0
6498,The Palms is easy to find in the Forum shop area.,2
6499,The Torta Mexicana is what you want.,2
6500,"The cut of prime beef was tender, as rare as you want it to be, and sinfully tasty.",2
6501,Why the chef couldn't make Bearnaise sauce is beyond me.,2
6502,Do not waste your money here!,0
6503,I have been to this place over 10 times... I am sad to say the food is getting worst and worst... What gives?,2
6504,I came home and wrote this crying.,2
6505,We barely had enough food to get over being hungry.,2
6506,One star off due to an issue over the price of the wine we ordered.,2
6507,"The problem seemed to be a bit worse, we even tried changing tables to see if it would help.",2
6508,It looked good.,2
6509,I love that they put their food in nice plastic containers as opposed to cramming it in little paper takeout boxes.,1
6510,"So I got to experience, for the 1st time in my life, the experience of sending something back.",2
6511,"Yes, please.",2
6512,This is my favorite authentic mexican food in Vegas.,2
6513,The crêpe was delicate and thin and moist.,1
6514,:) The quality of the food is really good and the service was great.,2
6515,Awful service.,0
6516,"We were seated immediately, but were not given menus until we asked for one.",2
6517,Everything else was delicious and fresh!,2
6518,But it was a blistered nasty mess.,2
6519,Won't ever go here again.,0
6520,Great way to start a Sunday with family and friends.,2
6521,Not even close.,2
6522,Our food gets to the table along with my diet coke.,2
6523,Look at my stats.,2
6524,"Also at the table was a house salad of sorts, which while it has potential, went half-eaten.",2
6525,Chicken Taco/Burrito- Pretty straightforward but still good.,2
6526,Some of the highlights were the salmon with pesto cream sauce.,2
6527,We get our check.,2
6528,Come on an empty stomach.,2
6529,I've taken a few other new people here and they all liked it.,2
6530,"But, occasionally, I get my hopes up for that little amazing hole in the wall.",2
6531,I order their honey chicken katsu which was on their specialty menu so I figured what the heck and two spam masubi.,2
6532,Not authentic but close enough.,2
6533,It was a lot of food.,2
6534,Food quality has been horrible.,0
6535,For that price I can think of a few place I would have much rather gone.,0
6536,"Minuto was interesting, but I wouldn't get it again.",2
6537,"If our primary waiter was busy with another table, the slew of waitstaff promptly attended to our needs.",2
6538,If you want to supersize your meal and yourself hit up the McDonalds.,2
6539,The service here is fair at best.,0
6540,They've got it covered.,2
6541,It was fan-friggin-tastic.,2
6542,I was puzzled by this restaurant/bar concept.,2
6543,Their double cheeseburger is one of the greatest things California has ever given to America.,2
6544,The bar downstairs is crazying during football days.,2
6545,"I do love sushi, but I found Kabuki to be over-priced, over-hip and under-services.",0
6546,My friends were not thrilled about their burgers.,2
6547,Finally after they were done taking care of him than they came to the table to ask for our drinks.,2
6548,Ok one more time fresh!!,2
6549,I'm praying it wasn't.,2
6550,Order Hot n Juicy sauce mild or medium.,2
6551,"Andre's Lounge is a quaint, beautiful lounge- perfect for intimate conversation, great drinks and great cigars.",2
6552,lots of booth seating.,2
6553,If you are staying on the strip it is a butt turd of a drive.,2
6554,"The dance floor is small, and pretty much non-existent.",2
6555,Vomit on the light switch?,2
6556,Try them out!,2
6557,"Add to all that the selection of affordable wines by the glass and tasty boba smoothies and that's it, I'm hooked.",2
6558,The sushi tastes fresh and we haven't had any issues with the rolls falling apart.,2
6559,Drag your still-drunk butt out of bed!,2
6560,Do yourself a favor and stay away from this dish.,0
6561,Well worth the calories.,2
6562,But let's not get ahead of ourselves.,2
6563,I will go back as they seem to be improving.,2
6564,The bottom line.,2
6565,The bottom half of the bun never stood a chance and was a soggy sponge in just a few minutes.,2
6566,I'm also a fan of their Shrimp Killer and Spicy Tuna rolls.,2
6567,The restaurant interior was hip and tasteful with plenty of mood lighting.,2
6568,"), the service was inexcusably slow.",2
6569,I would say the food was decent.,2
6570,Very poor service.,0
6571,No one at the table thought the food was above average or worth the wait that we had for it.,0
6572,Too bad it was a very tiny piece of short ribs.,2
6573,"Best service and food ever, Maria our server was so good and friendly she made our day.",1
6574,"The big night out is pricy, but well worth it.",2
6575,Rip off of the year.,2
6576,It seemed glorious.,2
6577,They were excellent.,1
6578,YOU MIGHT DIE!!!!!!!,2
6579,I was too full both times to try it when we went :),2
6580,The menu is limited but that also means one short order cook can service the whole restaurant.,2
6581,The corned beef patties were good.,2
6582,I'm hoping my next visit will be better.,2
6583,It looks practically brand new.,2
6584,I paid the bill but did not tip because I felt the server did a terrible job.,0
6585,I have a habit of becoming good friends with people who like these places.,2
6586,This was one of the worst dining experiences I have had in some time.,2
6587,"Their ""cheap"" breakfast is $4 for 1 egg and hash browns.",2
6588,It didn't have the rubbery chewy texture but was actually juicy and tender like eating a seafood steak.,2
6589,"However, I do remember my experience there.",2
6590,I noticed that the table next to us got their food a lot faster than us.,2
6591,Come early (8am) and beat the crowd.,2
6592,We finally had to ask a different server who got the manager for us.,2
6593,"Also, our waiter who looked and sounded like Boris from Bullwinkle was really nice and very well informed :)",2
6594,"For the price (about $50 for my wife and I @ the Sunday brunch), I expected a lot better food and service.",2
6595,"I have been coming to this location for quite some time now, and this was the WORST EXPERIENCE I've ever had.",2
6596,Thin crust pizza should be CRISPY!,2
6597,"I said ""Excuse me, hers should be free I believe, that would make 11 meals total.""",2
6598,The decor of the place was great with a perfect view of the kitchen so you can see them prepare your edible art.,2
6599,This is how a local pizza shop should run a business.,2
6600,Kinda made me regret coming here for dinner when it did was nothing to brag about.,2
6601,The whole place is one giant freezer.,2
6602,This one is definitely a diamond in the rough.,2
6603,"Wait, hear me out, please?",2
6604,mmmm... cardboard parmesan.,2
6605,Just had lunch here and had a great experience.,1
6606,"The waitress interrupted me to say, ""We don't make any changes to our menu items, no substitutions or subtractions.""",2
6607,Kinda cool!,2
6608,I did not really find anything i enjoyed in Asain section except for the Korean BBQ Kalbi.,2
6609,"It has managed to stay in business, and good on them.",2
6610,I have never had such bland food which surprised me considering the article we read focused so much on their spices and flavor.,0
6611,"This came out steamy, hot!!!",2
6612,Maybe they added a few barstools.,2
6613,Food is way overpriced and portions are fucking small.,0
6614,He absolutely STUNK.,2
6615,Check out the other patrons' reviews.,2
6616,I was looking forward to having dinner here.,2
6617,I recently tried Caballero's and I have been back every week since!,1
6618,"We chose this spot on the advice of the MGM concierge, our main criteria being somewhere in walking distance that is ""outside with strip view.""",2
6619,"The waitress apologized again, and assured us that the kitchen normally runs much smoother.",2
6620,Beef Brisket is good!,2
6621,Also the coat check is like in the very back of the club which is pretty inconvenient if you ask me.,2
6622,5mins later they comeback and say they have no more peach smoothie.,2
6623,The steak was smallish and carved table side by a disinterested woman with her hand behind her back... never smiled or said hello.,2
6624,I wanted food like nothing else.,2
6625,I loved it.,2
6626,The worst part is I love metro pizza.,2
6627,"for 40 bucks a head, i really expect better food.",0
6628,The food came out at a good pace.,1
6629,"I see the same core staff and smiling faces that have been there for several years, and they are happy.",2
6630,"It is pretty good for a fast food item, although the fast food prices are getting a bit out of hand as this thing costs $6.99.",2
6631,(Monday nights) pool table needs some love and drinks are a little pricey but great atmosphere,2
6632,".........AND IT""S NOT GOING TO HAPPEN AGAIN ....... Good Riddance",2
6633,I gave two stars because if you are looking for quantity for a decent price you will get that.,2
6634,"I like the hip vibe, but for me it's all about the service and food...oh did you see me mention anything about service?",2
6635,"I ate there twice on my last visit, and especially enjoyed the salmon salad.",1
6636,I won't be back.,0
6637,So we let him take the reigns and it was AMAZING.,2
6638,We could not believe how dirty the oysters were!,0
6639,This place deserves no stars.,0
6640,"Hamburger, medium rare was more like medium sawdust burger.",2
6641,"In fact, Amando S. can make Ahi Poke better than this place!",2
6642,You could graze here and not eat another meal that day.,2
6643,I would not recommend this place.,0
6644,The mozzarella stick appetizer was good (but the boyfriend [actually now fiancé!],2
6645,Then had dessert before dinner with the fried dough balls that we dipped in Nutella.,2
6646,I'm not sure if I will try the other Vietnamese restaurants in Phoenix.,2
6647,Each slice had to be reheated in the oven.,2
6648,You start to relax even before the waitstaff asks for your beverage request.,2
6649,Reservations are definitely recommended for the weekend.,2
6650,"I thought it was very nice, subtle, and something a little different.",2
6651,very busy on sundays there may be a wait.,2
6652,for the record we still loved it.,2
6653,The prefix menu makes the whole experience even better because you just show up!,2
6654,Sonic is a drive in fast food place.,2
6655,pepper and I was handed a small one.,2
6656,Never did any management staff come out to apologize or maybe offer to move us or something so we finished most of our meal and hit the road.,2
6657,"In fact I'm going to round up to 4 stars, just because she was so awesome.",1
6658,"To my disbelief, each dish qualified as the worst version of these foods I have ever tasted.",0
6659,"A server comes down and says, ""your table is ready"" Cool.",2
6660,"Bad day or not, I have a very low tolerance for rude customer service people, it is your job to be nice and polite, wash dishes otherwise!!",0
6661,"However, it came 20 minutes after the meal was over and it was pre-ordered per their request.",2
6662,I also expected that they would make the extra effort for quality service and cleanliness.,2
6663,You could still smell him after he walked by.,2
6664,Hmm..I cannot decide if I liked it or not.,2
6665,The service was okay.,2
6666,He wasn't given an itemized receipt so I don't know why there was such a price difference.,2
6667,I went and spoke to the manager before I left.,2
6668,"The next thing I realized, the baby back ribs were fried also & then some bar-b-q sauce added on top.",2
6669,the potatoes were great and so was the biscuit.,1
6670,We also tried a taco al pastor just to check it out and it was dry and not flavorful at all.,2
6671,LOVE LOVE this place!!,2
6672,I should have gone to Yama Sushi.,2
6673,"Like most Las Vegas hotels and casinos, Paris offers complimentary valet and self parking.",2
6674,I probably would not go here again.,0
6675,Tone it down.,2
6676,So flavorful and has just the perfect amount of heat.,1
6677,The price is reasonable and the service is great.,1
6678,"The Wife hated her meal (coconut shrimp), and our friends really did not enjoy their meals, either.",0
6679,"We ate until we thought we would explode, but the fun didn't end there.",2
6680,"Great food, fun atmosphere.",2
6681,I found pieces of the chutney to be bitter (orange peel possibly?),2
6682,Is it really necessary to offer 3 daily specials at a small cafe?,2
6683,0 x $20 = $0 Oh well.,2
6684,My fella got the huevos rancheros and they didn't look too appealing.,0
6685,I only gave it two stars because of the speed at which the server saw the two hockey pucks on my plate and corrected it.,2
6686,The french fries are hit and miss.,2
6687,"Went in for happy hour, great list of wines.",1
6688,Some may say this buffet is pricey but I think you get what you pay for and this place you are getting quite a lot!,1
6689,I probably won't be coming back here.,0
6690,This is the only Capriotti's I went to that had an actual dine in sit down area.,2
6691,Today I placed an order at 12:30pm.,2
6692,We went with the tasting menu and it was such a party on our palates!,2
6693,Oh we ran out of dark rum so I just put some more light rum in it.,2
6694,Quivey's Grove is definitely a nice Wisconsin experience.,2
6695,Delicious!!,2
6696,"If you're going to splurge, this is the place to do it.",2
6697,Worst food/service I've had in a while.,0
6698,The patio's great but it's starting to get warm (imagine that) so me & my friend grabbed a seat inside near the bar.,2
6699,"I mean, c'mon, isn't sriracha Chinese hot sauce?",2
6700,"Horchata was wonderful and felt like I was actually having one, but with shaved ice.",2
6701,"Oh yeah, the relish plate for your fajitas?",2
6702,The food is fine - it's bowling alley food and I'm okay with that.,2
6703,Serendipity on the go is definitely not on the go.,2
6704,"This place is pretty good, nice little vibe in the restaurant.",1
6705,"So, here's what I did.",2
6706,"I'm sorry but you could have just told us about the attire policy, when we asked about eating there.",2
6707,I am lucky to have a partner who likes to share meals so we can try more stuff.,2
6708,"and I do not mean your regular lettuce, with dressing and croutons etc.",2
6709,"It's nice inside, with comfortable booths, as well as just right lighting, temp, & service.",2
6710,Talk about great customer service of course we will be back.,1
6711,"Hot dishes are not hot, cold dishes are close to room temp.I watched staff prepare food with BARE HANDS, no gloves.Everything is deep fried in oil.",0
6712,I love their fries and their beans.,1
6713,"I would definitely come back here again, this time sober.",2
6714,"However, that menu is not cheap...$18 for the nachos!",2
6715,Have been here a few times for lunch.,2
6716,After hearing it was our first time they gave us samples of all the types of meats.,2
6717,"Especially my friend who ordered the aracherra tacos, he thought they were dry and were definitely missing something in there.",2
6718,Guess they don't see a lot of that in here.,2
6719,I feel like the waitress was a little disappointed to see customers walking in.,2
6720,The hangover was like tamale with pork carnitas very different & good flavor big portion.,2
6721,there was a funny smell in the place when we walked in.,2
6722,Anyway....Wendy's is your traditional fast food joint.,2
6723,Everything was good.,2
6724,"I've had worse, but I do expect some kind of crispness.",2
6725,I have eaten here before but not in about a year.,2
6726,"We had about 5 of us, that ordered a variety of food... probably totalling over $200.",2
6727,and sorbet were delivered.,2
6728,Service: The servers are hard to understand.,2
6729,Always a pleasure dealing with him.,1
6730,"They have a plethora of salads and sandwiches, and everything I've tried gets my seal of approval.",1
6731,Great flavor and epitome of a good cheesecurd!,2
6732,This place just doesn't do it for me.,2
6733,This place is awesome if you want something light and healthy during the summer.,1
6734,"The restaurant does have a nice glass façade, which allows a pleasant view of the street.",2
6735,"Why would someone ever take Kobe beef, and completely ruin it?",2
6736,This place is pretty dang good.,2
6737,A weekend of pure indulgence to say the least.,2
6738,Was it worth it?,2
6739,"I will admit, my first visit here probably biased me rather severely towards this place.",2
6740,They went ALL out on this.,2
6741,"My girl friend and I split one, so did her grand parents and her dad had his own.",2
6742,"For sushi on the Strip, this is the place to go.",1
6743,"The gnocchi sauce is spicy, overwhelmingly so for me (although I do freely admit to being a hot chili wimp).",2
6744,"Yelp, your mobile app has taken me home again!",2
6745,I will be back soon !,2
6746,The meatballs are half a pound each and the spaghetti dish could have fed a family of 4.,2
6747,They have a decent kids menu for $6.95 and my boys got the bbq ribs and mac and cheese.,2
6748,"Probably because it's in a friend's neighbor hood, and it's a bar, and i lied about it being little.",2
6749,"The service was great, even the manager came and helped with our table.",1
6750,The feel of the dining room was more college cooking course than high class dining and the service was slow at best.,0
6751,The reason I'm not giving the place 5 stars is that the décor does not match the high quality of the pizza.,2
6752,"Not my first choice, but it was very tasty and the mashed potatoes were so creamy, my mouth is watering thinking about them!",2
6753,And we found out that the salad was never even written down.,2
6754,"I started this review with two stars, but I'm editing it to give it only one.",0
6755,Will be back again soon.,2
6756,"Oh well, no big deal.",2
6757,"However, the veggies themselves were nothing to brag about either.",2
6758,this is the worst sushi i have ever eat besides Costco's.,0
6759,Lobster roll and oysters!,2
6760,"Swiss cheese, ham and a beautifully done fried egg.",2
6761,I just don't look good in Affliction...or a sequined mini-dress.,2
6762,A must try if you live in the hood.Total price came to $36 for 2 people including tip and 1 beer.,2
6763,"All in all an excellent restaurant highlighted by great service, a unique menu, and a beautiful setting.",1
6764,My boyfriend and i sat at the bar and had a completely delightful experience.,1
6765,I usually like to try a sampler.,2
6766,One of my favorite Thai restaurants in Las Vegas.,2
6767,"Strikes 4,5 and 6.",2
6768,The beer selection is good but the prices are high.,2
6769,Met the owners at a different place and they seemed nice so decided to check it out.,2
6770,It's been more than a year since my last visit to Gordon Ramsay Steak.,2
6771,HUGE portions.,2
6772,God can you give me a list of workers who make the drinks .,2
6773,"Hey Philadelphia Sandwich Company, where's the beef?!?",2
6774,The main dishes are in the region of £5-8 and they have good selection of veggie dishes to.,2
6775,I must say I was absolutely amazed by the service.,2
6776,Weird vibe from owners.,0
6777,"Herby leaves, cured meats, fresh cheese drizzled with olive oil and balsamic vinegar.",2
6778,There was hardly any meat.,0
6779,Yet these people over charge and under deliver.,2
6780,Good thing we had a groupon.,2
6781,Now on to the important stuff.,2
6782,I've had better bagels from the grocery store.,0
6783,Probably one of the best I have ever had.,2
6784,"The servers were still nice and friendly, but wow it felt like a hint hint.""",2
6785,Fusilli Sausage and cabbage was very hearty with an excellent marinara sauce.,2
6786,My friend Kristina and I skipped in excitement through the doors and entered in jaw-dropping bewilderment.,2
6787,Go To Place for Gyros.,1
6788,They did bring out nice thick homemade tortilla chips to munch on with a great chipotle salsa.,2
6789,It was a great spot for lunch with coworkers and our tummies were all happy from our meals.,2
6790,"Had the french dip (17 dollars), which was pretty good.",2
6791,The servers were attractive though (again a sign that what they are selling isn't food),2
6792,"After learning my lesson from my first trip, I placed an order online for a Jack Daniel's Pecan Pie and Chocolate Cream Pie for Christmas.",2
6793,just save your money and go to Oregano's where your never disappointed I guess.,2
6794,It's a shame too.,2
6795,Food was alright,2
6796,"I love the owner/chef, his one authentic Japanese cool dude!",1
6797,"Now the burgers aren't as good, the pizza which used to be amazing is doughy and flavorless.",0
6798,I've been just a few times since then and it's been just okay.,2
6799,I found a six inch long piece of wire in my salsa.,0
6800,I went on a Saturday with my boyfriend who had never had Vietnamese food.,2
6801,That explains the pricing; double each cost to compare apples to apples.,2
6802,NY steak and potato - 10 2.,2
6803,What I liked: The salt and pepper chicken wings.,2
6804,I have been going here a lot lately.,2
6805,I been to many many pho places in vegas.,2
6806,"We ordered three burros (3 way, green and red I think), two soft and two hard tacos (chicken).",2
6807,"The plus side, their service was GREAT!",2
6808,"For me, it's definitely worth the wait.",2
6809,"The service was terrible, food was mediocre.",0
6810,Just don't expect a nice big filet coming to you.,2
6811,We definately enjoyed ourselves.,1
6812,"The chicken fried steak was a thin piece of steak and was overly breaded, then fried to the point it was too hard to crack the breading to cut it.",2
6813,"Hum, I might not return again... But my husband loves the place...",2
6814,Their menu is just too expensive.,2
6815,Not too noisy and has good vibes.,2
6816,And unknowingly agreed to be charged an additional 59 cents.,2
6817,My wife enjoyed her cappuccino.,2
6818,"Better not just because you can get the full menu and the food is good, but also because they don't often make mistakes.",2
6819,I ordered Albondigas soup - which was just warm - and tasted like tomato soup with frozen meatballs.,0
6820,"It was way too big to pick up and eat without making a huge mess, and a knife and fork just don't work for a hot dog.",2
6821,Apparently they deliver as well.,2
6822,If I skipped the drink it was only $2.18 per meal.,2
6823,If I went to restaurants to be treated nicely then this place would warrant at least 4 stars.,2
6824,"On three different occasions I asked for well done or medium well, and all three times I got the bloodiest piece of meat on my plate.",0
6825,I had about two bites and refused to eat anymore.,0
6826,I was at this location on Sunday night (2/25/07) and it was horrible.,2
6827,I mostly don't do fast food and burgers but had an ice cream craving and remembered Wendy's has their dollar size Frosty.,2
6828,"She came over to us and said that she was sorry but ""athletic apparel is not allowed in the restaurant.""",2
6829,The service was extremely slow.,0
6830,"After 20 minutes wait, I got a table.",0
6831,"This is the classic old-school Vegas ""gourmet room"" experience.",2
6832,Seriously killer hot chai latte.,1
6833,I've lived here all my life so that's quite a few people,2
6834,The food is delicious.,2
6835,Is it really common practice to not have what you sell available?,2
6836,"Our bartender, a friendly, attractive, Christina Hendricks-like blonde, thankfully rang up our drinks at the happy hour price.",2
6837,Just got back from spending the weekend in Vegas.,2
6838,"Granted, we could have made reservations, but I didn't think it would be necessary.",2
6839,There is a special 6-item bar food menu with prices ranging from $5 to $7.,2
6840,My daughters told me about LBS @ Redrock Station.,2
6841,Decided to check out Ground Control last night based on a reviews on AZ Central as one of the best wine bars.. I totally disagree.,2
6842,"Coffee was nothing special, but then, I don't go to restaurants for the coffee.",2
6843,"No allergy warnings on the menu, and the waitress had absolutely no clue as to which meals did or did not contain peanuts.",0
6844,So it tricks you into thinking the food will be amazing.,2
6845,My boyfriend tried the Mediterranean Chicken Salad and fell in love.,1
6846,Their rotating beers on tap is also a highlight of this place.,1
6847,Not served as described on their menu.,2
6848,"The squid inside however, was high quality, not chewy, and tender.",2
6849,Pricing is a bit of a concern at Mellow Mushroom.,0
6850,Prosciutto was mediocre; the lack of creativity begins to seep in our impressions as the dish is improperly paired with poorly cooked crostini.,2
6851,For the people that complain about the price for good Japanese food.,2
6852,We ventured into the restaurant which was mostly empty and headed outside.,2
6853,Worst Thai ever.,0
6854,If you stay in Vegas you must get breakfast here at least once.,1
6855,"Its a decent dance club, but no where close to being as nice as Xs.",2
6856,I want to first say our server was great and we had perfect service.,1
6857,Once again I learned people from other parts of the world sometimes have a fascination with the American west.,2
6858,I wanted to love this place.,2
6859,The pizza selections are good.,1
6860,And not just the folks who worked there.,2
6861,This place has gluten free pizza and uses daiya cheese.,2
6862,The sauce was drenched when she got it.,2
6863,That's when your little buddies post pictures of restaurant dishes on Facebook.,2
6864,Some people have mentioned that the place wasn't very clean.,2
6865,"If I could, I'd give it a 4.5 stars...",2
6866,"I had the California egg-crepe with swiss cheese, bacon, guacamole, tomato, mushroom, and a side of hollandaise.",2
6867,"I had strawberry tea, which was good.",1
6868,"So after 4 days of constant bombardment, before heading off to the airport on day last, I decided to give Hooters a try.",2
6869,I've visited both during the day for lunch and in the evening for a night on the town.,2
6870,Highly unprofessional and rude to a loyal patron!,0
6871,"Four of us arrived at 5pm, and we were expecting 2 more.",2
6872,Not at all runny.,2
6873,It was so amazing Haha The plating and presentation of the food was appetizing and appealing too.,2
6874,Before our food came our waiter gave us tiny glasses of sparlking apple cider.,2
6875,"Overall, a great experience.",1
6876,I never had an anchovy in my life until I came here.,2
6877,Spend your money elsewhere.,0
6878,Gotta try the chorizo carnitas skillet!,2
6879,The coke was OK but crazy expensive ($3.60).,2
